,condition_1,condition_2,score,statistic,p_value,p_value_adj
13,Psoriasis,Eczema,local_entropy_3,4765228158.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4846005103.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4930162308.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3637596028.0,2.7774903866240123e-263,8.332471159872038e-263
17,Psoriasis,Eczema,egophily_2,3646452202.0,1.112035046241529e-249,3.336105138724587e-249
18,Psoriasis,Eczema,egophily_3,3677529460.0,2.152426009003821e-210,6.457278027011463e-210
19,Psoriasis,Eczema,egophily_4,3673666525.5,4.3904196298939156e-215,1.3171258889681747e-214
20,Psoriasis,Eczema,egophily_5,3670322312.0,3.4468199798485925e-219,1.0340459939545778e-218
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5776405029.5,4.7782505633598255e-164,1.4334751690079477e-163
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6013194929.0,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6178069018.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6282534062.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6359847003.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4997924631.5,5.0597924585897703e-191,1.5179377375769312e-190
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4789849306.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4736060312.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4713515125.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4718142512.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5640776506.0,6.320139416364588e-68,1.8960418249093765e-67
32,Psoriasis,T-Cell Lymphoma,egophily_2,5671944250.0,1.2424486389296518e-85,3.727345916788955e-85
33,Psoriasis,T-Cell Lymphoma,egophily_3,5676437241.5,1.9867775114988673e-88,5.960332534496602e-88
34,Psoriasis,T-Cell Lymphoma,egophily_4,5660332726.0,1.5008179265159122e-78,4.502453779547736e-78
35,Psoriasis,T-Cell Lymphoma,egophily_5,5641229339.0,1.3196829767368455e-67,3.9590489302105366e-67
36,Eczema,T-Cell Lymphoma,local_homophily_1,3566264466.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3816811028.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,3979543350.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4089844597.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4173289856.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2442244800.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2272370677.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2180824554.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2112199583.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2057386512.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3386086065.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3379309571.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3358666430.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3353809901.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3348038854.5,0.0,0.0
0,Psoriasis,Eczema,global_homophily,62.0,0.03808828420629213,0.1142648526188764
1,Psoriasis,Eczema,global_entropy,160.0,0.05123941919274439,0.15371825757823318
2,Psoriasis,T-Cell Lymphoma,global_homophily,164.0,0.03439744889250225,0.10319234667750675
3,Psoriasis,T-Cell Lymphoma,global_entropy,85.0,0.26275304114766074,0.7882591234429822
4,Eczema,T-Cell Lymphoma,global_homophily,210.0,5.737063008488556e-05,0.0001721118902546567
5,Eczema,T-Cell Lymphoma,global_entropy,41.0,0.0032301435955866646,0.009690430786759994
6,Psoriasis,Eczema,local_homophily_1,3822064793.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3626749574.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3486902234.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3371854525.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3281944439.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4704991823.0,7.286952861769685e-304,2.1860858585309055e-303
12,Psoriasis,Eczema,local_entropy_2,4767471830.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4832411843.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4914670250.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,5005763380.5,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3963840894.5,7.049444053146853e-156,2.1148332159440558e-155
17,Psoriasis,Eczema,egophily_2,3986376458.5,2.9869497877396756e-133,8.960849363219027e-133
18,Psoriasis,Eczema,egophily_3,4022081736.0,1.828009355130507e-102,5.484028065391521e-102
19,Psoriasis,Eczema,egophily_4,4018142050.0,1.1751317257674966e-105,3.52539517730249e-105
20,Psoriasis,Eczema,egophily_5,4014826510.5,2.208928699411841e-108,6.6267860982355235e-108
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5676916200.0,0.0,0.0
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,5983765932.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6203684813.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6350749089.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6458378284.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4575356974.5,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4281425552.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4158570360.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4094902222.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4069965734.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5482286869.5,1.4179284626089887e-143,4.253785387826966e-143
32,Psoriasis,T-Cell Lymphoma,egophily_2,5525212290.0,1.853286182935721e-180,5.5598585488071635e-180
33,Psoriasis,T-Cell Lymphoma,egophily_3,5529293832.5,2.851625056373871e-184,8.554875169121613e-184
34,Psoriasis,T-Cell Lymphoma,egophily_4,5518184444.0,7.024268540881152e-174,2.1072805622643457e-173
35,Psoriasis,T-Cell Lymphoma,egophily_5,5500237040.5,9.691734589920134e-158,2.90752037697604e-157
36,Eczema,T-Cell Lymphoma,local_homophily_1,4034300616.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4343742177.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4547197921.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4687365536.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4790061462.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2616422029.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2386755909.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2256675392.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2159086500.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2083629883.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3803953473.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3805849780.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3783478990.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3782529778.5,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3778746299.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,75.0,0.12486035998214667,0.37458107994644
1,Psoriasis,Eczema,global_entropy,146.0,0.17106923105635186,0.5132076931690556
2,Psoriasis,T-Cell Lymphoma,global_homophily,147.0,0.15846460599820356,0.47539381799461067
3,Psoriasis,T-Cell Lymphoma,global_entropy,94.0,0.4553018964198552,1.3659056892595656
4,Eczema,T-Cell Lymphoma,global_homophily,198.0,0.00042246757669391977,0.0012674027300817593
5,Eczema,T-Cell Lymphoma,global_entropy,58.0,0.02510289275359325,0.07530867826077975
6,Psoriasis,Eczema,local_homophily_1,3646647757.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3428365558.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3298914892.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3209807794.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3142101369.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4840734556.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4978041983.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,5075680492.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,5158911502.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,5242413985.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3818301537.0,2.5335462881525982e-285,7.600638864457795e-285
17,Psoriasis,Eczema,egophily_2,3818278032.5,1.916857429838082e-283,5.750572289514246e-283
18,Psoriasis,Eczema,egophily_3,3842808723.5,2.158211091061707e-251,6.474633273185121e-251
19,Psoriasis,Eczema,egophily_4,3837379203.5,2.639168972146289e-258,7.917506916438867e-258
20,Psoriasis,Eczema,egophily_5,3831081096.0,1.908272329363113e-266,5.724816988089339e-266
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6903670747.0,0.0,0.0
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,7281313318.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,7555136166.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,7748628822.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,7899125576.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5603297059.0,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,5223774110.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,5061478535.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4964882615.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4917608397.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,6680000166.0,1.1844808326376037e-153,3.553442497912811e-153
32,Psoriasis,T-Cell Lymphoma,egophily_2,6721451698.0,8.855199507334275e-185,2.656559852200282e-184
33,Psoriasis,T-Cell Lymphoma,egophily_3,6744566320.0,3.574278710518028e-204,1.0722836131554085e-203
34,Psoriasis,T-Cell Lymphoma,egophily_4,6742043656.5,5.325602106110327e-202,1.597680631833098e-201
35,Psoriasis,T-Cell Lymphoma,egophily_5,6724007972.0,7.80823878695663e-187,2.342471636086989e-186
36,Eczema,T-Cell Lymphoma,local_homophily_1,3895131651.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4154978212.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4325367084.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4451484348.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4543883219.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2654719572.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2451609399.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2328728202.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2235720083.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2160821506.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3696328803.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3695902998.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3676512997.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3677674672.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3669798274.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,58.0,0.02510289275359325,0.07530867826077975
1,Psoriasis,Eczema,global_entropy,168.0,0.02253107159485839,0.06759321478457517
2,Psoriasis,T-Cell Lymphoma,global_homophily,150.0,0.12486035998214667,0.37458107994644
3,Psoriasis,T-Cell Lymphoma,global_entropy,87.0,0.2997583700887151,0.8992751102661453
4,Eczema,T-Cell Lymphoma,global_homophily,193.0,0.0009058485425290966,0.00271754562758729
5,Eczema,T-Cell Lymphoma,global_entropy,60.0,0.03101661143801677,0.09304983431405031
6,Psoriasis,Eczema,local_homophily_1,3749625215.0,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3543657305.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3413070972.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3311868777.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3234511731.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4818455820.5,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4906442988.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4981095957.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,5061237201.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,5145565130.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3907861257.0,7.018542529115067e-233,2.1055627587345203e-232
17,Psoriasis,Eczema,egophily_2,3926170953.5,8.017680255748908e-210,2.4053040767246725e-209
18,Psoriasis,Eczema,egophily_3,3957339958.5,1.1974826199863659e-175,3.5924478599590977e-175
19,Psoriasis,Eczema,egophily_4,3951516700.5,8.618708273442235e-182,2.5856124820326705e-181
20,Psoriasis,Eczema,egophily_5,3950935406.0,2.0730486597283513e-182,6.219145979185054e-182
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5101319860.5,2.512510189779868e-152,7.537530569339604e-152
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,5288545674.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,5420635510.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,5517299317.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,5586663032.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4423349484.5,2.1391882493344568e-166,6.41756474800337e-166
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4211325009.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4103832071.5,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4038313188.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4010350725.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,4976483342.0,2.084693005390218e-60,6.254079016170655e-60
32,Psoriasis,T-Cell Lymphoma,egophily_2,4998595225.0,4.8367061498907026e-73,1.4510118449672108e-72
33,Psoriasis,T-Cell Lymphoma,egophily_3,5017067902.5,5.29319364160502e-85,1.587958092481506e-84
34,Psoriasis,T-Cell Lymphoma,egophily_4,5017117412.0,4.922512426459066e-85,1.4767537279377198e-84
35,Psoriasis,T-Cell Lymphoma,egophily_5,5005495200.0,2.1752769241956233e-77,6.52583077258687e-77
36,Eczema,T-Cell Lymphoma,local_homophily_1,3881499139.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4177655605.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4369615949.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4505799813.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4609289113.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2473742750.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2250052825.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2131133625.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2040073220.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,1966196930.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3659782353.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3659958997.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3639149181.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3636109378.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3630112401.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,75.0,0.12486035998214667,0.37458107994644
1,Psoriasis,Eczema,global_entropy,141.0,0.24548500120312422,0.7364550036093727
2,Psoriasis,T-Cell Lymphoma,global_homophily,173.0,0.012821684691391543,0.03846505407417463
3,Psoriasis,T-Cell Lymphoma,global_entropy,77.0,0.14657603430900068,0.43972810292700204
4,Eczema,T-Cell Lymphoma,global_homophily,181.0,0.004794758682161994,0.014384276046485983
5,Eczema,T-Cell Lymphoma,global_entropy,74.0,0.11498741920155964,0.3449622576046789
6,Psoriasis,Eczema,local_homophily_1,3941610775.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3758801461.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3643373078.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3559049740.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3496120398.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4842891035.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4916708151.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4979768702.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,5041977823.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,5112070479.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,4078292418.0,4.7705759928211836e-157,1.431172797846355e-156
17,Psoriasis,Eczema,egophily_2,4088250926.5,1.9998084639837254e-146,5.999425391951176e-146
18,Psoriasis,Eczema,egophily_3,4118694292.0,4.1922860628448593e-119,1.2576858188534578e-118
19,Psoriasis,Eczema,egophily_4,4115197224.0,4.3032633033835175e-122,1.2909789910150552e-121
20,Psoriasis,Eczema,egophily_5,4111650979.0,3.657043881183465e-125,1.0971131643550396e-124
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5988692436.5,3.1796187171226455e-284,9.538856151367936e-284
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6288771383.0,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6506938207.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6651749132.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6760009014.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4961614578.0,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4719716153.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4634730051.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4590873255.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4578346949.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5805316585.0,1.2914097341546775e-115,3.8742292024640325e-115
32,Psoriasis,T-Cell Lymphoma,egophily_2,5833622305.0,1.035135251375745e-135,3.105405754127235e-135
33,Psoriasis,T-Cell Lymphoma,egophily_3,5826811025.5,1.838757272287114e-130,5.516271816861342e-130
34,Psoriasis,T-Cell Lymphoma,egophily_4,5813640846.0,1.1670123757058722e-120,3.501037127117617e-120
35,Psoriasis,T-Cell Lymphoma,egophily_5,5793022476.0,4.2830879348759085e-106,1.2849263804627725e-105
36,Eczema,T-Cell Lymphoma,local_homophily_1,3948920446.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4223255093.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4398422187.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4518706997.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4607659977.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2634832538.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2446114925.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2341243786.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2260318487.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2197888978.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3742031284.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3735190867.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3709297811.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3705440670.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3699658222.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,77.0,0.14657603430900068,0.43972810292700204
1,Psoriasis,Eczema,global_entropy,144.0,0.1985058531538877,0.5955175594616631
2,Psoriasis,T-Cell Lymphoma,global_homophily,174.0,0.01140098291155517,0.03420294873466551
3,Psoriasis,T-Cell Lymphoma,global_entropy,82.0,0.21337370709311831,0.6401211212793549
4,Eczema,T-Cell Lymphoma,global_homophily,192.0,0.0010500284893971504,0.0031500854681914513
5,Eczema,T-Cell Lymphoma,global_entropy,50.0,0.010121802247772722,0.030365406743318165
6,Psoriasis,Eczema,local_homophily_1,3896437982.5,3.5032648240458406e-284,1.0509794472137523e-283
7,Psoriasis,Eczema,local_homophily_2,3735508499.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3632214982.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3547746663.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3482823998.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4727707096.0,9.61470723360333e-270,2.8844121700809993e-269
12,Psoriasis,Eczema,local_entropy_2,4780516637.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4837388879.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4906004492.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4982003542.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,4017566218.0,1.7381941428610478e-145,5.214582428583143e-145
17,Psoriasis,Eczema,egophily_2,4033636441.5,1.2909849237740882e-129,3.8729547713222644e-129
18,Psoriasis,Eczema,egophily_3,4065048811.5,6.973284011710321e-103,2.0919852035130965e-102
19,Psoriasis,Eczema,egophily_4,4057322396.5,3.672734898792122e-109,1.1018204696376365e-108
20,Psoriasis,Eczema,egophily_5,4052818562.0,6.568439767847107e-113,1.9705319303541322e-112
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5879386020.0,3.6688894938497476e-263,1.1006668481549242e-262
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6162824195.0,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6367119751.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6507835039.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6611576848.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4919447965.0,1.0910332039630543e-274,3.273099611889163e-274
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4698270377.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4623319636.5,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4579864529.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4568714527.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5702592827.5,5.140498576680032e-105,1.5421495730040098e-104
32,Psoriasis,T-Cell Lymphoma,egophily_2,5714244916.0,2.58049791784868e-112,7.74149375354604e-112
33,Psoriasis,T-Cell Lymphoma,egophily_3,5714251882.5,2.7054953920936296e-112,8.116486176280889e-112
34,Psoriasis,T-Cell Lymphoma,egophily_4,5703895171.5,5.0523403435013225e-105,1.515702103050397e-104
35,Psoriasis,T-Cell Lymphoma,egophily_5,5683066449.5,3.7643190988119917e-91,1.1292957296435976e-90
36,Eczema,T-Cell Lymphoma,local_homophily_1,4531297868.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4861161526.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,5071291607.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,5215866980.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,5326732947.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2947723717.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2726888131.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2603363146.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2511565077.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2442766082.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,4282812123.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,4267865986.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,4240209114.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,4237722635.5,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,4233534221.5,0.0,0.0
0,Psoriasis,Eczema,global_homophily,69.0,0.0744956919139866,0.2234870757419598
1,Psoriasis,Eczema,global_entropy,150.0,0.12486035998214667,0.37458107994644
2,Psoriasis,T-Cell Lymphoma,global_homophily,155.0,0.08149464839345506,0.2444839451803652
3,Psoriasis,T-Cell Lymphoma,global_entropy,90.0,0.3614963660708982,1.0844890982126945
4,Eczema,T-Cell Lymphoma,global_homophily,205.0,0.00013564226281566485,0.00040692678844699454
5,Eczema,T-Cell Lymphoma,global_entropy,48.0,0.00794033626424658,0.02382100879273974
6,Psoriasis,Eczema,local_homophily_1,3674811983.5,1.518829148494977e-299,4.5564874454849313e-299
7,Psoriasis,Eczema,local_homophily_2,3513021633.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3406758661.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3321257506.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3253040249.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4493436917.5,4.476842332797899e-268,1.3430526998393698e-267
12,Psoriasis,Eczema,local_entropy_2,4524198071.0,3.0278549011546e-310,9.08356470346387e-310
13,Psoriasis,Eczema,local_entropy_3,4564611020.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4612607673.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4670546528.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3801392002.5,9.41243973779086e-148,2.8237319213372577e-147
17,Psoriasis,Eczema,egophily_2,3828947632.0,7.097590736528386e-121,2.1292772209585155e-120
18,Psoriasis,Eczema,egophily_3,3855028972.0,1.0506856536009369e-98,3.152056960802811e-98
19,Psoriasis,Eczema,egophily_4,3854721395.0,5.958068090526258e-99,1.7874204271578773e-98
